# WHO ATC 5단계 코드 -> 영문 성분명 (구분자: |, 줄바꿈: LF)
# 출처: WHO ATC/DDD Index. 성분명에 쉼표가 있어 파이프 구분자를 사용한다.
atc_code|ingredient_en|is_combination
B05BA10|combinations|N
B05BB01|electrolytes|N
B05BB02|electrolytes with carbohydrates|N
B05BB03|trometamol|N
B05BB04|electrolytes in combination with other drugs|N
B05BC01|mannitol|N
B05BC02|carbamide|N
B05CA01|cetylpyridinium|N
B05CA02|chlorhexidine|N
B05CA03|nitrofural|N
B05CA04|sulfamethizole|N
B05CA05|taurolidine|N
B05CA06|mandelic acid|N
B05CA07|noxytiolin|N
B05CA08|ethacridine lactate|N
B05CA09|neomycin|N
B05CA10|combinations|N
B05CB01|sodium chloride|N
B05CB02|sodium citrate|N
B05CB03|magnesium citrate|N
B05CB04|sodium bicarbonate|N
B05CB10|combinations|N
B05CX01|glucose|N
B05CX02|sorbitol|N
B05CX03|glycine|N
B05CX04|mannitol|N
B05CX10|combinations|N
B05XA01|potassium chloride|N
B05XA02|sodium bicarbonate|N
B05XA03|sodium chloride|N
B05XA04|ammonium chloride|N
B05XA05|magnesium sulfate|N
B05XA06|potassium phosphate|Y
B05XA07|calcium chloride|N
B05XA08|sodium acetate|N
B05XA09|sodium phosphate|N
B05XA10|magnesium phosphate|N
B05XA11|magnesium chloride|N
B05XA12|zinc chloride|N
B05XA13|hydrochloric acid|N
B05XA14|sodium glycerophosphate|N
B05XA15|potassium lactate|N
B05XA16|cardioplegia solutions|N
B05XA17|potassium acetate|N
B05XA18|zinc sulfate|N
B05XA30|combinations of electrolytes|N
B05XA31|electrolytes in combination with other drugs|N
B05XB01|arginine hydrochloride|N
B05XB02|alanyl glutamine|N
B05XB03|lysine|N
B05XX02|trometamol|N
B06AA02|fibrinolysin and desoxyribonuclease|N
B06AA03|hyaluronidase|N
B06AA04|chymotrypsin|N
B06AA07|trypsin|N
B06AA10|desoxyribonuclease|N
B06AA55|streptokinase|Y
B06AB01|hemin|N
B06AC01|c1-inhibitor, plasma derived|N
B06AC02|icatibant|N
B06AC03|ecallantide|N
B06AC04|conestat alfa|N
B06AC05|lanadelumab|N
B06AX01|crizanlizumab|N
B06AX02|betibeglogene autotemcel|N
C01AA01|acetyldigitoxin|N
C01AA02|acetyldigoxin|N
C01AA03|digitalis leaves|N
C01AA04|digitoxin|N
C01AA05|digoxin|N
C01AA06|lanatoside C|N
C01AA07|deslanoside|N
C01AA08|metildigoxin|N
C01AA09|gitoformate|N
C01AA52|acetyldigoxin|Y
C01AB01|proscillaridin|N
C01AB51|proscillaridin|Y
C01AC01|g-strophanthin|N
C01AC03|cymarin|N
C01AX02|peruvoside|N
C01BA01|quinidine|N
C01BA02|procainamide|N
C01BA03|disopyramide|N
C01BA04|sparteine|N
C01BA05|ajmaline|N
C01BA08|prajmaline|N
C01BA12|lorajmine|N
C01BA13|hydroquinidine|N
C01BA51|quinidine|Y
C01BA71|quinidine|Y
C01BB01|lidocaine|N
C01BB02|mexiletine|N
C01BB03|tocainide|N
C01BB04|aprindine|N
C01BC03|propafenone|N
C01BC04|flecainide|N
C01BC07|lorcainide|N
C01BC08|encainide|N
C01BC09|ethacizine|N
C01BD01|amiodarone|N
C01BD02|bretylium tosilate|N
C01BD03|bunaftine|N
C01BD04|dofetilide|N
C01BD05|ibutilide|N
C01BD06|tedisamil|N
C01BD07|dronedarone|N
C01BG01|moracizine|N
C01BG07|cibenzoline|N
C01BG11|vernakalant|N
C01CA01|etilefrine|N
C01CA02|isoprenaline|N
C01CA03|norepinephrine|N
C01CA04|dopamine|N
C01CA05|norfenefrine|N
C01CA06|phenylephrine|N
C01CA07|dobutamine|N
C01CA08|oxedrine|N
C01CA09|metaraminol|N
C01CA10|methoxamine|N
C01CA11|mephentermine|N
C01CA12|dimetofrine|N
C01CA13|prenalterol|N
C01CA14|dopexamine|N
C01CA15|gepefrine|N
C01CA16|ibopamine|N
C01CA17|midodrine|N
C01CA18|octopamine|N
C01CA19|fenoldopam|N
C01CA21|cafedrine|N
C01CA22|arbutamine|N
C01CA23|theodrenaline|N
C01CA24|epinephrine|N
C01CA25|amezinium metilsulfate|N
C01CA26|ephedrine|N
C01CA27|droxidopa|N
C01CA30|combinations|N
C01CA51|etilefrine|Y
C01CE01|amrinone|N
C01CE02|milrinone|N
C01CE03|enoximone|N
C01CE04|bucladesine|N
C01CX06|angiotensinamide|N
C01CX07|xamoterol|N
C01CX08|levosimendan|N
C01CX09|angiotensin II|N
C01DA02|glyceryl trinitrate|N
C01DA04|methylpropylpropanediol dinitrate|N
C01DA05|pentaerithrityl tetranitrate|N
C01DA07|propatylnitrate|N
C01DA08|isosorbide dinitrate|N
C01DA09|trolnitrate|N
C01DA13|eritrityl tetranitrate|N
C01DA14|isosorbide mononitrate|N
C01DA20|organic nitrates in combination|N
C01DA38|tenitramine|N
C01DA52|glyceryl trinitrate|Y
C01DA54|methylpropylpropanediol dinitrate|Y
C01DA55|pentaerithrityl tetranitrate|Y
C01DA57|propatylnitrate|Y
C01DA58|isosorbide dinitrate|Y
C01DA59|trolnitrate|Y
C01DA63|eritrityl tetranitrate|Y
C01DA70|organic nitrates in combination with psycholeptics|N
C01DB01|flosequinan|N
C01DX01|itramin tosilate|N
C01DX02|prenylamine|N
C01DX03|oxyfedrine|N
C01DX04|benziodarone|N
C01DX05|carbocromen|N
C01DX06|hexobendine|N
C01DX07|etafenone|N
C01DX08|heptaminol|N
C01DX09|imolamine|N
C01DX10|dilazep|N
C01DX11|trapidil|N
C01DX12|molsidomine|N
C01DX13|efloxate|N
C01DX14|cinepazet|N
C01DX15|cloridarol|N
C01DX16|nicorandil|N
C01DX18|linsidomine|N
C01DX19|nesiritide|N
C01DX21|serelaxin|N
C01DX22|vericiguat|N
C01DX51|itramin tosilate|Y
C01DX52|prenylamine|Y
C01DX53|oxyfedrine|Y
C01DX54|benziodarone|Y
C01EA01|alprostadil|N
C01EB02|camphora|N
C01EB03|indometacin|N
C01EB04|crataegus glycosides|N
C01EB05|creatinolfosfate|N
C01EB06|fosfocreatine|N
C01EB07|fructose 1,6-diphosphate|N
C01EB09|ubidecarenone|N
C01EB10|adenosine|N
C01EB11|tiracizine|N
C01EB13|acadesine|N
C01EB15|trimetazidine|N
C01EB16|ibuprofen|N
C01EB17|ivabradine|N
C01EB18|ranolazine|N
C01EB21|regadenoson|N
C01EB22|meldonium|N
C01EB23|tiazotic acid|N
C02AA01|rescinnamine|N
C02AA02|reserpine|N
C02AA03|combinations of rauwolfia alkaloids|N
C02AA04|rauwolfia alkaloids, whole root|N
C02AA05|deserpidine|N
C02AA06|methoserpidine|N
C02AA07|bietaserpine|N
C02AA52|reserpine|Y
C02AA53|combinations of rauwolfia alkoloids|Y
C02AA57|bietaserpine|Y
C02AB01|methyldopa (levorotatory)|N
C02AB02|methyldopa (racemic)|N
C02AC01|clonidine|N
C02AC02|guanfacine|N
C02AC04|tolonidine|N
C02AC05|moxonidine|N
C02AC06|rilmenidine|N
C02BA01|trimetaphan|N
C02BB01|mecamylamine|N
C02CA01|prazosin|N
C02CA02|indoramin|N
C02CA03|trimazosin|N
C02CA04|doxazosin|N
C02CA06|urapidil|N
C02CC01|betanidine|N
C02CC02|guanethidine|N
C02CC03|guanoxan|N
C02CC04|debrisoquine|N
C02CC05|guanoclor|N
C02CC06|guanazodine|N
C02CC07|guanoxabenz|N
C02DA01|diazoxide|N
C02DB01|dihydralazine|N
C02DB02|hydralazine|N
C02DB03|endralazine|N
C02DB04|cadralazine|N
C02DC01|minoxidil|N
C02DD01|nitroprusside|N
C02DG01|pinacidil|N
C02KA01|veratrum|N
C02KB01|metirosine|N
C02KC01|pargyline|N
C02KD01|ketanserin|N
C02KX01|bosentan|N
C02KX02|ambrisentan|N
C02KX03|sitaxentan|N
C02KX04|macitentan|N
C02KX05|riociguat|N
C02KX52|ambrisentan and tadalafil|N
C02LA01|reserpine and diuretics|N
C02LA02|rescinnamine and diuretics|N
C02LA03|deserpidine and diuretics|N
C02LA04|methoserpidine and diuretics|N
C02LA07|bietaserpine and diuretics|N
C02LA08|rauwolfia alkaloids, whole root and diuretics|N
C02LA09|syrosingopine and diuretics|N
C02LA50|combination of rauwolfia alkaloids and diuretics incl. other combinations|N
C02LA51|reserpine and diuretics|Y
C02LA52|rescinnamine and diuretics|Y
C02LA71|reserpine and diuretics|Y
C02LB01|methyldopa (levorotatory) and diuretics|N
C02LC01|clonidine and diuretics|N
C02LC05|moxonidine and diuretics|N
C02LC51|clonidine and diuretics|Y
C02LE01|prazosin and diuretics|N
C02LF01|guanethidine and diuretics|N
C02LG01|dihydralazine and diuretics|N
C02LG02|hydralazine and diuretics|N
C02LG03|picodralazine and diuretics|N
C02LG51|dihydralazine and diuretics|Y
C02LG73|picodralazine and diuretics|Y
C02LK01|veratrum and diuretics|N
C02LL01|pargyline and diuretics|N
C02LX01|pinacidil and diuretics|N
C03AA01|bendroflumethiazide|N
C03AA02|hydroflumethiazide|N
C03AA03|hydrochlorothiazide|N
C03AA04|chlorothiazide|N
C03AA05|polythiazide|N
C03AA06|trichlormethiazide|N
C03AA07|cyclopenthiazide|N
C03AA08|methyclothiazide|N
C03AA09|cyclothiazide|N
C03AA13|mebutizide|N
C03AB01|bendroflumethiazide and potassium|N
C03AB02|hydroflumethiazide and potassium|N
C03AB03|hydrochlorothiazide and potassium|N
C03AB04|chlorothiazide and potassium|N
C03AB05|polythiazide and potassium|N
C03AB06|trichlormethiazide and potassium|N
C03AB07|cyclopenthiazide and potassium|N
C03AB08|methyclothiazide and potassium|N
C03AB09|cyclothiazide and potassium|N
C03AH01|chlorothiazide|Y
C03AH02|hydroflumethiazide|Y
C03AX01|hydrochlorothiazide|Y
C03BA02|quinethazone|N
C03BA03|clopamide|N
C03BA04|chlortalidone|N
C03BA05|mefruside|N
C03BA07|clofenamide|N
C03BA08|metolazone|N
C03BA09|meticrane|N
C03BA10|xipamide|N
C03BA11|indapamide|N
C03BA12|clorexolone|N
C03BA13|fenquizone|N
C03BA82|clorexolone|Y
C03BB02|quinethazone and potassium|N
C03BB03|clopamide and potassium|N
C03BB04|chlortalidone and potassium|N
C03BB05|mefruside and potassium|N
C03BB07|clofenamide and potassium|N
C03BC01|mersalyl|N
C03BD01|theobromine|N
C03BX03|cicletanine|N
C03CA01|furosemide|N
C03CA02|bumetanide|N
C03CA03|piretanide|N
C03CA04|torasemide|N
C03CB01|furosemide and potassium|N
C03CB02|bumetanide and potassium|N
C03CC01|etacrynic acid|N
C03CC02|tienilic acid|N
C03CD01|muzolimine|N
C03CX01|etozolin|N
C03DA01|spironolactone|N
C03DA02|potassium canrenoate|N
C03DA03|canrenone|N
C03DA04|eplerenone|N
C03DB01|amiloride|N
C03DB02|triamterene|N
C03EA01|hydrochlorothiazide and potassium-sparing agents|N
C03EA02|trichlormethiazide and potassium-sparing agents|N
C03EA03|epitizide and potassium-sparing agents|N
C03EA04|altizide and potassium-sparing agents|N
C03EA05|mebutizide and potassium-sparing agents|N
C03EA06|chlortalidone and potassium-sparing agents|N
C03EA07|cyclopenthiazide and potassium-sparing agents|N
C03EA12|metolazone and potassium-sparing agents|N
C03EA13|bendroflumethiazide and potassium-sparing agents|N
C03EA14|butizide and potassium-sparing agents|N
C03EB01|furosemide and potassium-sparing agents|N
C03EB02|bumetanide and potassium-sparing agents|N
C03XA01|tolvaptan|N
C03XA02|conivaptan|N
C04AA01|isoxsuprine|N
C04AA02|buphenine|N
C04AA31|bamethan|N
C04AB01|phentolamine|N
C04AB02|tolazoline|N
C04AC01|nicotinic acid|N
C04AC02|nicotinyl alcohol (pyridylcarbinol)|N
C04AC03|inositol nicotinate|N
C04AC07|ciclonicate|N
C04AD01|pentifylline|N
C04AD02|xantinol nicotinate|N
C04AD03|pentoxifylline|N
C04AD04|etofylline nicotinate|N
C04AE01|ergoloid mesylates|N
C04AE02|nicergoline|N
C04AE04|dihydroergocristine|N
C04AE51|ergoloid mesylates|Y
C04AE54|dihydroergocristine|Y
C04AF01|kallidinogenase|N
C04AX01|cyclandelate|N
C04AX02|phenoxybenzamine|N
C04AX07|vincamine|N
C04AX10|moxisylyte|N
C04AX11|bencyclane|N
C04AX17|vinburnine|N
C04AX19|suloctidil|N
C04AX20|buflomedil|N
C04AX21|naftidrofuryl|N
C04AX23|butalamine|N
C04AX24|visnadine|N
C04AX26|cetiedil|N
C04AX27|cinepazide|N
C04AX28|ifenprodil|N
C04AX30|azapetine|N
C04AX32|fasudil|N
C05AA01|hydrocortisone|N
C05AA04|prednisolone|N
C05AA05|betamethasone|N
C05AA06|fluorometholone|N
C05AA08|fluocortolone|N
C05AA09|dexamethasone|N
C05AA10|fluocinolone acetonide|N
C05AA11|fluocinonide|N
C05AA12|triamcinolone|N
C05AD01|lidocaine|N
C05AD02|tetracaine|N
C05AD03|benzocaine|N
C05AD04|cinchocaine|N
C05AD05|procaine|N
C05AD06|oxetacaine|N
C05AD07|pramocaine|N
C05AE01|glyceryl trinitrate|N
C05AE02|isosorbide dinitrate|N
C05AE03|diltiazem|N
C05AX01|aluminium preparations|N
C05AX02|bismuth preparations|Y
C05AX03|other preparations|Y
C05AX04|zinc preparations|N
C05AX05|tribenoside|N
C05BA01|organo-heparinoid|N
C05BA02|sodium apolate|N
C05BA03|heparin|N
C05BA04|pentosan polysulfate sodium|N
C05BA51|heparinoid|Y
C05BA53|heparin|Y
C05BB01|monoethanolamine oleate|N
C05BB02|polidocanol|N
C05BB03|invert sugar|N
C05BB04|sodium tetradecyl sulfate|N
C05BB05|phenol|N
C05BB56|glucose|Y
C05BX01|calcium dobesilate|N
C05BX51|calcium dobesilate|Y
C05CA01|rutoside|N
C05CA02|monoxerutin|N
C05CA03|diosmin|N
C05CA04|troxerutin|N
C05CA05|hidrosmin|N
C05CA51|rutoside|Y
C05CA53|diosmin|Y
C05CA54|troxerutin|Y
C05CX01|tribenoside|N
C05CX02|naftazone|N
C05CX03|Hippocastani semen|N
C07AA01|alprenolol|N
C07AA02|oxprenolol|N
C07AA03|pindolol|N
C07AA05|propranolol|N
C07AA06|timolol|N
C07AA07|sotalol|N
C07AA12|nadolol|N
C07AA14|mepindolol|N
C07AA15|carteolol|N
C07AA16|tertatolol|N
C07AA17|bopindolol|N
C07AA19|bupranolol|N
C07AA23|penbutolol|N
C07AA27|cloranolol|N
C07AB01|practolol|N
C07AB02|metoprolol|N
C07AB03|atenolol|N
C07AB04|acebutolol|N
C07AB05|betaxolol|N
C07AB06|bevantolol|N
C07AB07|bisoprolol|N
C07AB08|celiprolol|N
C07AB09|esmolol|N
C07AB10|epanolol|N
C07AB11|s-atenolol|N
C07AB12|nebivolol|N
C07AB13|talinolol|N
C07AB14|landiolol|N
C07AG01|labetalol|N
C07AG02|carvedilol|N
C07BA02|oxprenolol and thiazides|N
C07BA05|propranolol and thiazides|N
C07BA06|timolol and thiazides|N
C07BA07|sotalol and thiazides|N
C07BA12|nadolol and thiazides|N
C07BA68|metipranolol and thiazides|Y
C07BB02|metoprolol and thiazides|N
C07BB03|atenolol and thiazides|N
C07BB04|acebutolol and thiazides|N
C07BB06|bevantolol and thiazides|N
C07BB07|bisoprolol and thiazides|N
C07BB12|nebivolol and thiazides|N
C07BB52|metoprolol and thiazides|Y
C07BG01|labetalol and thiazides|N
C07CA02|oxprenolol and other diuretics|N
C07CA03|pindolol and other diuretics|N
C07CA17|bopindolol and other diuretics|N
C07CA23|penbutolol and other diuretics|N
C07CB02|metoprolol and other diuretics|N
C07CB03|atenolol and other diuretics|N
C07CB53|atenolol and other diuretics|Y
C07CG01|labetalol and other diuretics|N
C07DA06|timolol, thiazides and other diuretics|N
C07DB01|atenolol, thiazides and other diuretics|N
C07FB02|metoprolol and felodipine|N
C07FB03|atenolol and nifedipine|N
C07FB07|bisoprolol and amlodipine|N
C07FB12|nebivolol and amlodipine|N
C07FB13|metoprolol and amlodipine|N
C07FX01|propranolol and other combinations|N
C07FX02|sotalol and acetylsalicylic acid|N
C07FX03|metoprolol and acetylsalicylic acid|N
C07FX04|bisoprolol and acetylsalicylic acid|N
C07FX05|metoprolol and ivabradine|N
C07FX06|carvedilol and ivabradine|N
C08CA01|amlodipine|N
C08CA02|felodipine|N
C08CA03|isradipine|N
C08CA04|nicardipine|N
C08CA05|nifedipine|N
C08CA06|nimodipine|N
C08CA07|nisoldipine|N
C08CA08|nitrendipine|N
C08CA09|lacidipine|N
C08CA10|nilvadipine|N
C08CA11|manidipine|N
C08CA12|barnidipine|N
C08CA13|lercanidipine|N
C08CA14|cilnidipine|N
C08CA15|benidipine|N
C08CA16|clevidipine|N
C08CA51|amlodipine and celecoxib|N
C08CA55|nifedipine|Y
C08CX01|mibefradil|N
C08DA01|verapamil|N
C08DA02|gallopamil|N
C08DA51|verapamil|Y
C08DB01|diltiazem|N
C08EA01|fendiline|N
C08EA02|bepridil|N
C08EX01|lidoflazine|N
C08EX02|perhexiline|N
C08GA01|nifedipine and diuretics|N
C08GA02|amlodipine and diuretics|N
C09AA01|captopril|N
C09AA02|enalapril|N
C09AA03|lisinopril|N
C09AA04|perindopril|N
C09AA05|ramipril|N
C09AA06|quinapril|N
C09AA07|benazepril|N
C09AA08|cilazapril|N
C09AA09|fosinopril|N
C09AA10|trandolapril|N
C09AA11|spirapril|N
C09AA12|delapril|N
C09AA13|moexipril|N
C09AA14|temocapril|N
C09AA15|zofenopril|N
C09AA16|imidapril|N
C09BA01|captopril and diuretics|N
C09BA02|enalapril and diuretics|N
C09BA03|lisinopril and diuretics|N
C09BA04|perindopril and diuretics|N
C09BA05|ramipril and diuretics|N
C09BA06|quinapril and diuretics|N
C09BA07|benazepril and diuretics|N
C09BA08|cilazapril and diuretics|N
C09BA09|fosinopril and diuretics|N
C09BA12|delapril and diuretics|N
C09BA13|moexipril and diuretics|N
C09BA15|zofenopril and diuretics|N
C09BB02|enalapril and lercanidipine|N
C09BB03|lisinopril and amlodipine|N
C09BB04|perindopril and amlodipine|N
C09BB05|ramipril and felodipine|N
C09BB06|enalapril and nitrendipine|N
C09BB07|ramipril and amlodipine|N
C09BB10|trandolapril and verapamil|N
C09BB12|delapril and manidipine|N
C09BX01|perindopril, amlodipine and indapamide|N
C09BX02|perindopril and bisoprolol|N
C09BX03|ramipril, amlodipine and hydrochlorothiazide|N
C09BX04|perindopril, bisoprolol and amlodipine|N
C09BX05|ramipril and bisoprolol|N
C09CA01|losartan|N
C09CA02|eprosartan|N
C09CA03|valsartan|N
C09CA04|irbesartan|N
C09CA05|tasosartan|N
C09CA06|candesartan|N
C09CA07|telmisartan|N
C09CA08|olmesartan medoxomil|N
C09CA09|azilsartan medoxomil|N
C09CA10|fimasartan|N
C09DA01|losartan and diuretics|N
C09DA02|eprosartan and diuretics|N
C09DA03|valsartan and diuretics|N
C09DA04|irbesartan and diuretics|N
C09DA06|candesartan and diuretics|N
C09DA07|telmisartan and diuretics|N
C09DA08|olmesartan medoxomil and diuretics|N
C09DA09|azilsartan medoxomil and diuretics|N
C09DA10|fimasartan and diuretics|N
C09DB01|valsartan and amlodipine|N
C09DB02|olmesartan medoxomil and amlodipine|N
C09DB04|telmisartan and amlodipine|N
C09DB05|irbesartan and amlodipine|N
C09DB06|losartan and amlodipine|N
C09DB07|candesartan and amlodipine|N
C09DB08|valsartan and lercanidipine|N
C09DB09|fimasartan and amlodipine|N
C09DX01|valsartan, amlodipine and hydrochlorothiazide|N
C09DX02|valsartan and aliskiren|N
C09DX03|olmesartan medoxomil, amlodipine and hydrochlorothiazide|N
C09DX04|valsartan and sacubitril|N
C09DX05|valsartan and nebivolol|N
C09DX06|candesartan, amlodipine and hydrochlorothiazide|N
C09DX07|irbesartan, amlodipine and hydrochlorothiazide|N
C09XA01|remikiren|N
C09XA02|aliskiren|N
C09XA52|aliskiren and hydrochlorothiazide|N
C09XA53|aliskiren and amlodipine|N
C09XA54|aliskiren, amlodipine and hydrochlorothiazide|N
C10AA01|simvastatin|N
C10AA02|lovastatin|N
C10AA03|pravastatin|N
C10AA04|fluvastatin|N
C10AA05|atorvastatin|N
C10AA06|cerivastatin|N
C10AA07|rosuvastatin|N
C10AA08|pitavastatin|N
C10AB01|clofibrate|N
C10AB02|bezafibrate|N
C10AB03|aluminium clofibrate|N
C10AB04|gemfibrozil|N
C10AB05|fenofibrate|N
C10AB06|simfibrate|N
C10AB07|ronifibrate|N
C10AB08|ciprofibrate|N
C10AB09|etofibrate|N
C10AB10|clofibride|N
C10AB11|choline fenofibrate|N
C10AC01|colestyramine|N
C10AC02|colestipol|N
C10AC03|colextran|N
C10AC04|colesevelam|N
C10AD01|niceritrol|N
C10AD02|nicotinic acid|N
C10AD03|nicofuranose|N
C10AD04|aluminium nicotinate|N
C10AD05|nicotinyl alcohol (pyridylcarbinol)|N
C10AD06|acipimox|N
C10AD52|nicotinic acid|Y
C10AX01|dextrothyroxine|N
C10AX02|probucol|N
C10AX03|tiadenol|N
C10AX05|meglutol|N
C10AX06|omega-3-triglycerides incl. other esters and acids|N
C10AX07|magnesium pyridoxal 5-phosphate glutamate|N
C10AX08|policosanol|N
C10AX09|ezetimibe|N
C10AX10|alipogene tiparvovec|N
C10AX11|mipomersen|N
C10AX12|lomitapide|N
C10AX13|evolocumab|N
C10AX14|alirocumab|N
C10AX15|bempedoic acid|N
C10AX16|inclisiran|N
C10BA01|lovastatin and nicotinic acid|N
C10BA02|simvastatin and ezetimibe|N
C10BA03|pravastatin and fenofibrate|N
C10BA04|simvastatin and fenofibrate|N
C10BA05|atorvastatin and ezetimibe|N
C10BA06|rosuvastatin and ezetimibe|N
C10BA07|rosuvastatin and omega-3 fatty acids|N
C10BA08|atorvastatin and omega-3 fatty acids|N
C10BA09|rosuvastatin and fenofibrate|N
C10BA10|bempedoic acid and ezetimibe|N
C10BX01|simvastatin and acetylsalicylic acid|N
C10BX02|pravastatin and acetylsalicylic acid|N
C10BX03|atorvastatin and amlodipine|N
C10BX04|simvastatin, acetylsalicylic acid and ramipril|N
C10BX05|rosuvastatin and acetylsalicylic acid|N
C10BX06|atorvastatin, acetylsalicylic acid and ramipril|N
C10BX07|rosuvastatin, amlodipine and lisinopril|N
C10BX08|atorvastatin and acetylsalicylic acid|N
C10BX09|rosuvastatin and amlodipine|N
C10BX10|rosuvastatin and valsartan|N
C10BX11|atorvastatin, amlodipine and perindopril|N
C10BX12|atorvastatin, acetylsalicylic acid and perindopril|N
C10BX13|rosuvastatin, perindopril and indapamide|N
C10BX14|rosuvastatin, amlodipine and perindopril|N
C10BX15|atorvastatin and perindopril|N
C10BX16|rosuvastatin and fimasartan|N
C10BX17|rosuvastatin and ramipril|N
C10BX18|atorvastatin, amlodipine and ramipril|N
D01AA01|nystatin|N
D01AA02|natamycin|N
D01AA03|hachimycin|N
D01AA04|pecilocin|N
D01AA06|mepartricin|N
D01AA07|pyrrolnitrin|N
D01AA08|griseofulvin|N
D01AA20|combinations|N
D01AC01|clotrimazole|N
D01AC02|miconazole|N
D01AC03|econazole|N
D01AC04|chlormidazole|N
D01AC05|isoconazole|N
D01AC06|tiabendazole|N
D01AC07|tioconazole|N
D01AC08|ketoconazole|N
D01AC09|sulconazole|N
D01AC10|bifonazole|N
D01AC11|oxiconazole|N
D01AC12|fenticonazole|N
D01AC13|omoconazole|N
D01AC14|sertaconazole|N
D01AC15|fluconazole|N
D01AC16|flutrimazole|N
D01AC17|eberconazole|N
D01AC18|luliconazole|N
D01AC19|efinaconazole|N
D01AC20|imidazoles/triazoles in combination with corticosteroids|N
D01AC52|miconazole|Y
D01AC60|bifonazole|Y
D01AE01|bromochlorosalicylanilide|N
D01AE02|methylrosaniline|N
D01AE03|tribromometacresol|N
D01AE04|undecylenic acid|N
D01AE05|polynoxylin|N
D01AE06|2-(4-chlorphenoxy)-ethanol|N
D01AE07|chlorphenesin|N
D01AE08|ticlatone|N
D01AE09|sulbentine|N
D01AE10|ethyl hydroxybenzoate|N
D01AE11|haloprogin|N
D01AE12|salicylic acid|N
D01AE13|selenium sulfide|N
D01AE14|ciclopirox|N
D01AE15|terbinafine|N
D01AE16|amorolfine|N
D01AE17|dimazole|N
D01AE18|tolnaftate|N
D01AE19|tolciclate|N
D01AE20|combinations|N
D01AE21|flucytosine|N
D01AE22|naftifine|N
D01AE23|butenafine|N
D01AE24|tavaborole|N
D01AE54|undecylenic acid|Y
D01BA01|griseofulvin|N
D01BA02|terbinafine|N
D01BA03|fosravuconazole|N
D02AE01|carbamide|N
D02AE51|carbamide|Y
D02BA01|aminobenzoic acid|N
D02BA02|octinoxate|N
D02BB01|betacarotene|N
D02BB02|afamelanotide|N
D03AX01|cadexomer iodine|N
D03AX02|dextranomer|N
D03AX03|dexpanthenol|N
D03AX04|calcium pantothenate|N
D03AX05|hyaluronic acid|N
D03AX06|becaplermin|N
D03AX09|crilanomer|N
D03AX10|enoxolone|N
D03AX11|sodium chlorite|N
D03AX12|trolamine|N
D03AX13|Betulae cortex|N
D03AX14|Centella asiatica herba|N
D03BA01|trypsin|N
D03BA02|collagenase|N
D03BA03|bromelains|N
D03BA52|collagenase|Y
D04AA01|thonzylamine|N
D04AA02|mepyramine|N
D04AA03|thenalidine|N
D04AA04|tripelennamine|N
D04AA09|chloropyramine|N
D04AA10|promethazine|N
D04AA12|tolpropamine|N
D04AA13|dimetindene|N
D04AA14|clemastine|N
D04AA15|bamipine|N
D04AA16|pheniramine|N
D04AA22|isothipendyl|N
D04AA32|diphenhydramine|N
D04AA33|diphenhydramine methylbromide|N
D04AA34|chlorphenoxamine|N
D04AB01|lidocaine|N
D04AB02|cinchocaine|N
D04AB03|oxybuprocaine|N
D04AB04|benzocaine|N
D04AB05|quinisocaine|N
D04AB06|tetracaine|N
D04AB07|pramocaine|N
D04AX01|doxepin|N
D05AC01|dithranol|N
D05AC51|dithranol|Y
D05AD01|trioxysalen|N
D05AD02|methoxsalen|N
D05AX01|fumaric acid|N
D05AX02|calcipotriol|N
D05AX03|calcitriol|N
D05AX04|tacalcitol|N
D05AX05|tazarotene|N
D05AX52|calcipotriol|Y
D05AX55|tazarotene and ulobetasol|N
D05BA01|trioxysalen|N
D05BA02|methoxsalen|N
D05BA03|bergapten|N
D05BB01|etretinate|N
D05BB02|acitretin|N
D05BX51|fumaric acid derivatives|Y
D06AA01|demeclocycline|N
D06AA02|chlortetracycline|N
D06AA03|oxytetracycline|N
D06AA04|tetracycline|N
D06AX01|fusidic acid|N
D06AX02|chloramphenicol|N
D06AX04|neomycin|N
D06AX05|bacitracin|N
D06AX07|gentamicin|N
D06AX08|tyrothricin|N
D06AX09|mupirocin|N
D06AX10|virginiamycin|N
D06AX11|rifaximin|N
D06AX12|amikacin|N
D06AX13|retapamulin|N
D06AX14|ozenoxacin|N
D06AX15|rifamycin|N
D06BA01|silver sulfadiazine|N
D06BA02|sulfathiazole|N
D06BA03|mafenide|N
D06BA04|sulfamethizole|N
D06BA05|sulfanilamide|N
D06BA06|sulfamerazine|N
D06BA51|silver sulfadiazine|Y
D06BB01|idoxuridine|N
D06BB02|tromantadine|N
D06BB03|aciclovir|N
D06BB04|podophyllotoxin|N
D06BB05|inosine|N
D06BB06|penciclovir|N
D06BB07|lysozyme|N
D06BB08|ibacitabine|N
D06BB09|edoxudine|N
D06BB10|imiquimod|N
D06BB11|docosanol|N
D06BB12|sinecatechins|N
D06BB53|aciclovir|Y
D06BX01|metronidazole|N
D06BX02|ingenol mebutate|N
D06BX03|tirbanibulin|N
D07AA01|methylprednisolone|N
D07AA02|hydrocortisone|N
D07AA03|prednisolone|N
D07AB01|clobetasone|N
D07AB02|hydrocortisone butyrate|N
D07AB03|flumetasone|N
D07AB04|fluocortin|N
D07AB05|fluperolone|N
D07AB06|fluorometholone|N
D07AB07|fluprednidene|N
